poi_id,name,category,subcategory,ward_id,district_id,province_id,popularity_tier,source,osm_id,legacy_alias_hint
osm_poi_node_4806921821,Nhà Hàng Ahimsa,commercial,restaurant,,,01,2,osm,node/4806921821,
osm_poi_node_4806988821,BT mart,commercial,supermarket,,,27,2,osm,node/4806988821,
osm_poi_node_4807397522,Truong Giang,commercial,hotel,,,17,2,osm,node/4807397522,
osm_poi_node_4807475423,Pho Nui hotel,commercial,hotel,,,25,2,osm,node/4807475423,
osm_poi_node_4807773122,Kha Hang Binh Tan,commercial,restaurant,,,12,2,osm,node/4807773122,
osm_poi_node_4808851621,Quán 315,commercial,restaurant,,,27,2,osm,node/4808851621,
osm_poi_node_4808874721,Thăng Long Hotel,commercial,hotel,,,12,2,osm,node/4808874721,
osm_poi_node_4809030777,Nhà ăn AH1,commercial,restaurant,,,29,2,osm,node/4809030777,
osm_poi_node_4809045221,Phú Hưng,commercial,gas_station,,,27,2,osm,node/4809045221,
osm_poi_node_4809049513,Nhà Ăn A3,commercial,restaurant,,,29,2,osm,node/4809049513,
osm_poi_node_4809060667,Nhà ăn AG4,commercial,restaurant,,,29,2,osm,node/4809060667,
osm_poi_node_4809060668,Nhà ăn AG3,commercial,restaurant,,,29,2,osm,node/4809060668,
osm_poi_node_4809060672,Bánh ướt A18,commercial,restaurant,,,29,2,osm,node/4809060672,
osm_poi_node_4809086650,Nhà Ăn A10,commercial,restaurant,,,29,2,osm,node/4809086650,
osm_poi_node_4809094966,Phở A9,commercial,restaurant,,,29,2,osm,node/4809094966,
osm_poi_node_4809094969,Nhà ăn A8,commercial,restaurant,,,29,2,osm,node/4809094969,
osm_poi_node_4809094970,Phở A8 + Tạp hóa,commercial,restaurant,,,29,2,osm,node/4809094970,
osm_poi_node_4809094973,Phở A12,commercial,restaurant,,,29,2,osm,node/4809094973,
osm_poi_node_4809124644,Nhà ăn A4,commercial,restaurant,,,29,2,osm,node/4809124644,
osm_poi_node_4810010494,Trung Huynh Bungalow,commercial,hotel,,,34,2,osm,node/4810010494,
osm_poi_node_4810696421,Nhà Hàng Chicken Street,commercial,restaurant,,,01,2,osm,node/4810696421,
osm_poi_node_4810840721,Nhà Hàng Goodfellas,commercial,restaurant,,,01,2,osm,node/4810840721,
osm_poi_node_4810905641,Restaurant Le Pirate,commercial,restaurant,,,18,2,osm,node/4810905641,
osm_poi_node_4810932163,Khách Sạn Ruby River,commercial,hotel,,,02,2,osm,node/4810932163,
osm_poi_node_4811351954,Chợ Sa Pa,landmark,market,,,17,2,osm,node/4811351954,
osm_poi_node_4811383111,Catba Central Hotel,commercial,hotel,,,03,2,osm,node/4811383111,
osm_poi_node_4812596221,Trường Cao Đẳng Kinh Tế Thành phố Hồ Chí Minh,public_facility,school,,,02,2,osm,node/4812596221,
osm_poi_node_4812716021,Com Tam Kieu Giang,commercial,restaurant,,,32,2,osm,node/4812716021,
osm_poi_node_4813074210,Chùa Sùng Chính,poi_other,worship_place,,,02,2,osm,node/4813074210,
osm_poi_node_4813074237,Chùa Quan Thế Âm,poi_other,worship_place,,,02,2,osm,node/4813074237,
osm_poi_node_4813087459,Đài Tưởng Niệm Liệt Sĩ Quận 8,landmark,monument,,,02,2,osm,node/4813087459,
osm_poi_node_4814994722,The Chói s Kitchen,commercial,restaurant,,,04,2,osm,node/4814994722,
osm_poi_node_4815270221,Nhà Hàng Việt Chay,commercial,restaurant,,,02,2,osm,node/4815270221,
osm_poi_node_4815270322,Phở Chay Nhu,commercial,restaurant,,,02,2,osm,node/4815270322,
osm_poi_node_4815463622,Thiet 168 Restaurant,commercial,restaurant,,,27,2,osm,node/4815463622,
osm_poi_node_4815676514,Nhà Thờ Tin Lành Thiên Giang,poi_other,worship_place,,,32,2,osm,node/4815676514,
osm_poi_node_4815676515,Cửa Hàng Xăng Dầu Tự Lực 2,commercial,gas_station,,,32,2,osm,node/4815676515,
osm_poi_node_4815793421,3 cây nhang,commercial,restaurant,,,30,2,osm,node/4815793421,
osm_poi_node_4817079321,Hong vinh,commercial,restaurant,,,27,2,osm,node/4817079321,
osm_poi_node_4817503924,Nhật Thi,commercial,restaurant,,,27,2,osm,node/4817503924,
osm_poi_node_4817520922,Bình Dân,commercial,restaurant,,,27,2,osm,node/4817520922,
osm_poi_node_4817597622,Nữ Hoàng Biển,commercial,restaurant,,,27,2,osm,node/4817597622,
osm_poi_node_4818216280,Chùa Quan Âm,poi_other,worship_place,,,32,2,osm,node/4818216280,
osm_poi_node_481836260,Agribank,commercial,bank,,,21,2,osm,node/481836260,
osm_poi_node_481836277,Agribank,commercial,bank,,,03,2,osm,node/481836277,
osm_poi_node_481836300,Agribank,commercial,bank,,,21,2,osm,node/481836300,
osm_poi_node_481836316,Ẩm thực sinh thái Sơn Hải,commercial,restaurant,,,21,2,osm,node/481836316,
osm_poi_node_481836362,Trạm bus,public_facility,school,,,21,2,osm,node/481836362,
osm_poi_node_481836551,Trạm bus,public_facility,school,,,21,2,osm,node/481836551,
osm_poi_node_481837535,ĐH Chu Văn An CS2,public_facility,university,,,01,2,osm,node/481837535,
osm_poi_node_481837556,Tiền Trung,transport,railway_station,,,21,2,osm,node/481837556,
osm_poi_node_481837559,KCN Đại An,poi_other,industrial_zone,,,21,2,osm,node/481837559,
osm_poi_node_481837562,TrTH,public_facility,school,,,03,2,osm,node/481837562,
osm_poi_node_481837571,Ks Á Đông,commercial,hotel,,,01,2,osm,node/481837571,
osm_poi_node_481837574,Khu sinh thái Thuỷ Tiên,commercial,restaurant,,,21,2,osm,node/481837574,
osm_poi_node_481837601,Techcombank,commercial,bank,,,01,2,osm,node/481837601,
osm_poi_node_481837824,VCB,commercial,bank,,,21,2,osm,node/481837824,
osm_poi_node_481837948,Petrolimex,commercial,gas_station,,,01,2,osm,node/481837948,
osm_poi_node_481838137,Petrolimex,commercial,gas_station,,,01,2,osm,node/481838137,
osm_poi_node_481838440,Cây Xăng Dốc Tam Đa,commercial,gas_station,,,01,2,osm,node/481838440,
osm_poi_node_481838466,Cửa hàng xăng dầu số 14,commercial,gas_station,,,01,2,osm,node/481838466,
osm_poi_node_4819228821,NiNo,commercial,restaurant,,,27,2,osm,node/4819228821,
osm_poi_node_4819307521,Cô Như,commercial,restaurant,,,27,2,osm,node/4819307521,
osm_poi_node_4819602522,Cô Gạo,commercial,restaurant,,,27,2,osm,node/4819602522,
osm_poi_node_4819652721,New Time,commercial,restaurant,,,27,2,osm,node/4819652721,
osm_poi_node_4819909822,Nhà Hàng Gà Nướng Bảy Đực,commercial,restaurant,,,02,2,osm,node/4819909822,
osm_poi_node_4821756934,Phuc Thuan Thao,transport,bus_terminal,,,28,2,osm,node/4821756934,
osm_poi_node_4824078821,Nhậu 79,commercial,restaurant,,,27,2,osm,node/4824078821,
osm_poi_node_4824085722,Bòe Kè 86,commercial,restaurant,,,27,2,osm,node/4824085722,
osm_poi_node_4824165421,Tâm Cọt,commercial,restaurant,,,27,2,osm,node/4824165421,
osm_poi_node_4824322661,IU Canteen,commercial,restaurant,,,29,2,osm,node/4824322661,
osm_poi_node_4826862821,Phuong Trang FUTA Buslines Ticket Office,transport,bus_terminal,,,32,2,osm,node/4826862821,
osm_poi_node_4826862822,Ngoc Sang Homestay,commercial,hotel,,,32,2,osm,node/4826862822,
osm_poi_node_4828071522,Khách Sạn Morning,commercial,hotel,,,01,2,osm,node/4828071522,
osm_poi_node_4829207027,Quán Ăn Dương Thành,commercial,restaurant,,,02,2,osm,node/4829207027,
osm_poi_node_4829977125,Nha Yang Minh Thiet,commercial,restaurant,,,21,2,osm,node/4829977125,
osm_poi_node_4829990622,Shark Homestay,commercial,hotel,,,06,2,osm,node/4829990622,
osm_poi_node_4830081126,Khanh,commercial,restaurant,,,27,2,osm,node/4830081126,
osm_poi_node_4830093036,Trạm dừng Tuấn Phượng,commercial,restaurant,,,27,2,osm,node/4830093036,
osm_poi_node_4830095624,Tuấn Phượng,commercial,restaurant,,,27,2,osm,node/4830095624,
osm_poi_node_4830320521,Kieu Thanh Nguyet,commercial,hotel,,,15,2,osm,node/4830320521,
osm_poi_node_4830436421,Petrolimex,commercial,gas_station,,,16,2,osm,node/4830436421,
osm_poi_node_4830747621,Nhà hàng Phở Chờ Lâm My,commercial,restaurant,,,16,2,osm,node/4830747621,
osm_poi_node_4831043238,Hội Quán Sinh Viên Chiến Đạt,commercial,restaurant,,,29,2,osm,node/4831043238,
osm_poi_node_4831809622,Khách Sạn California,commercial,hotel,,,02,2,osm,node/4831809622,
osm_poi_node_4831870722,chùa pháp ấn,poi_other,worship_place,,,27,2,osm,node/4831870722,
osm_poi_node_4833860723,Lẩu Mắm 140,commercial,restaurant,,,02,2,osm,node/4833860723,
osm_poi_node_4834236121,tiếng anh,public_facility,school,,,05,2,osm,node/4834236121,
osm_poi_node_4835913121,Bánh Canh Trảng Bàng Cô Ba,commercial,restaurant,,,02,2,osm,node/4835913121,
osm_poi_node_4836391621,Lạc Thiện,commercial,restaurant,,,06,2,osm,node/4836391621,
osm_poi_node_4837818221,Cơm Hà,commercial,restaurant,,,27,2,osm,node/4837818221,
osm_poi_node_4837839621,Golden Coast Resort và Spa,commercial,hotel,,,27,2,osm,node/4837839621,
osm_poi_node_4837844321,Non nước,commercial,hotel,,,27,2,osm,node/4837844321,
osm_poi_node_4837844322,Pong Lan,commercial,hotel,,,27,2,osm,node/4837844322,
osm_poi_node_4837917579,Viện nghiên cứu Công nghệ Sinh học và Môi trường,public_facility,school,,,29,2,osm,node/4837917579,
osm_poi_node_4837985921,Bò Nướng,commercial,restaurant,,,11,2,osm,node/4837985921,
osm_poi_node_4838067235,Quán Bia Tươi Sài Gòn AGATA,commercial,restaurant,,,29,2,osm,node/4838067235,
osm_poi_node_4838067243,Nhà Hàng Cơm Chay 8k,commercial,restaurant,,,29,2,osm,node/4838067243,
osm_poi_node_4838067252,Quán Cơm Thành Tài,commercial,restaurant,,,29,2,osm,node/4838067252,
osm_poi_node_4838067286,Mì Cay Naga,commercial,restaurant,,,29,2,osm,node/4838067286,
osm_poi_node_4838089609,Ming Quan 2,commercial,hotel,,,11,2,osm,node/4838089609,
osm_poi_node_4838495938,Vườn Ca Cao Mười Cương,commercial,hotel,,,05,2,osm,node/4838495938,
osm_poi_node_4838551021,Ngân hàng Sacombank,commercial,bank,,,28,2,osm,node/4838551021,
osm_poi_node_4838556721,Ngân hàng Sacombank,commercial,bank,,,28,2,osm,node/4838556721,
osm_poi_node_4838570823,Tượng đài liệt sĩ 16/7,landmark,monument,,,28,2,osm,node/4838570823,
osm_poi_node_4838600629,Khách Sạn Hạnh,commercial,hotel,,,02,2,osm,node/4838600629,
osm_poi_node_4838749523,Nhat Nguyet,commercial,restaurant,,,27,2,osm,node/4838749523,
osm_poi_node_4839734931,Pad Thai Tomato,commercial,restaurant,,,05,2,osm,node/4839734931,
osm_poi_node_4839798837,Chùa Huệ Quang,poi_other,worship_place,,,32,2,osm,node/4839798837,
osm_poi_node_4840827721,Hương Dừa,commercial,restaurant,,,27,2,osm,node/4840827721,
osm_poi_node_4840849121,Kim Chi,commercial,restaurant,,,27,2,osm,node/4840849121,
osm_poi_node_4843289121,HSBC,commercial,bank,,,01,2,osm,node/4843289121,
osm_poi_node_4843374524,Trường ĐH Mở Thành phố Hồ Chí Minh,public_facility,school,,,28,2,osm,node/4843374524,
osm_poi_node_4843374629,Chùa Đức Hoà,poi_other,worship_place,,,28,2,osm,node/4843374629,
osm_poi_node_4843374631,Bệnh viện Đa Khoa KV Ninh Hoà,public_facility,hospital,,,28,2,osm,node/4843374631,
osm_poi_node_4843375924,Trường ĐH Mở Thành phố Hồ Chí Minh,public_facility,school,,,28,2,osm,node/4843375924,
osm_poi_node_4843640889,Cap. Hotels and Resorts,commercial,restaurant,,,27,2,osm,node/4843640889,
osm_poi_node_4843741025,cty ykk,public_facility,school,,,29,2,osm,node/4843741025,
osm_poi_node_4843928624,Nhà Hàng Lẩu Dê Cây Dừa 2,commercial,restaurant,,,02,2,osm,node/4843928624,
osm_poi_node_4845298021,Học viện chính trị,public_facility,school,,,29,2,osm,node/4845298021,
osm_poi_node_4849066823,bến xe Hoà Bình,transport,bus_terminal,,,19,2,osm,node/4849066823,
osm_poi_node_4849694923,Trường Tiểu Học An Thượng B,public_facility,school,,,01,2,osm,node/4849694923,
osm_poi_node_4849841521,Khách Sạn Mig21,commercial,hotel,,,19,2,osm,node/4849841521,
osm_poi_node_4851068724,Nhà Hàng Cổ Gia Quý,commercial,restaurant,,,32,2,osm,node/4851068724,
osm_poi_node_4851083723,Nhà Hàng Amato,commercial,restaurant,,,01,2,osm,node/4851083723,
osm_poi_node_4851273722,Nhà hàng Ẩm thực Việt Pháp Vịt Cổ Xanh,commercial,restaurant,,,19,2,osm,node/4851273722,
osm_poi_node_4851795539,Bát Bửu Phật Đài,poi_other,worship_place,,,32,2,osm,node/4851795539,
osm_poi_node_4853578422,Nhà Khách Yên Húng,commercial,hotel,,,16,2,osm,node/4853578422,
osm_poi_node_4855397350,Nhà Hàng Huo Cuo,commercial,restaurant,,,02,2,osm,node/4855397350,
osm_poi_node_4855417146,Ganesh,commercial,restaurant,,,02,2,osm,node/4855417146,
osm_poi_node_4855417147,Kadohachi,commercial,restaurant,,,02,2,osm,node/4855417147,
osm_poi_node_4855451452,Nathalie s,commercial,restaurant,,,02,2,osm,node/4855451452,
osm_poi_node_4855468621,Nơi ở,commercial,hotel,,,04,2,osm,node/4855468621,
osm_poi_node_4855522204,Vietcombank,commercial,bank,,,02,2,osm,node/4855522204,
osm_poi_node_4855542417,RIO Restaurant,commercial,restaurant,,,02,2,osm,node/4855542417,
osm_poi_node_4855613962,Khách Sạn Little Brick,commercial,hotel,,,02,2,osm,node/4855613962,
osm_poi_node_4856827221,Lock và Lock KTX HQ,commercial,hotel,,,29,2,osm,node/4856827221,
osm_poi_node_4856856821,Quỹ TDND Ninh Hoà,commercial,bank,,,28,2,osm,node/4856856821,
osm_poi_node_4856944722,"Trường Mần non Hoàng Thị Loan Bến Thủy, Thành phố Vinh",public_facility,school,,,14,2,osm,node/4856944722,
osm_poi_node_4857236633,Sao Việt,commercial,hotel,,,14,2,osm,node/4857236633,
osm_poi_node_4860107522,phú mỹ thành nhà hàng,commercial,restaurant,,,04,2,osm,node/4860107522,
osm_poi_node_4861414898,The Tavern,commercial,restaurant,,,02,2,osm,node/4861414898,
osm_poi_node_4861414901,불막열삼,commercial,restaurant,,,02,2,osm,node/4861414901,
osm_poi_node_4862002521,CƠM NIÊU MÂY HỒNG,commercial,restaurant,,,29,2,osm,node/4862002521,
osm_poi_node_4862022724,Hong Ngan,commercial,hotel,,,32,2,osm,node/4862022724,
osm_poi_node_4863125821,Hạ long Khách sạn Vẻ đẹp tiềm ẩn,commercial,hotel,,,11,2,osm,node/4863125821,
osm_poi_node_4863812621,Techcombank,commercial,bank,,,02,2,osm,node/4863812621,
osm_poi_node_4865404721,Giáo xứ Công Lý,poi_other,worship_place,,,02,2,osm,node/4865404721,
osm_poi_node_4865522226,Chợ Vĩnh Lộc A,landmark,market,,,02,2,osm,node/4865522226,
osm_poi_node_4865522503,Bia Liệt Sĩ Xã Vĩnh Lộc A,landmark,monument,,,02,2,osm,node/4865522503,
osm_poi_node_4865565921,Chú Hữu,commercial,restaurant,,,27,2,osm,node/4865565921,
osm_poi_node_4865605121,@HOME,commercial,hotel,,,02,2,osm,node/4865605121,
osm_poi_node_4865654085,Vũ Gia,commercial,restaurant,,,30,2,osm,node/4865654085,
osm_poi_node_4867426122,Nhà Hàng Guan Nem,commercial,restaurant,,,01,2,osm,node/4867426122,
osm_poi_node_4867789646,Petrolimex,commercial,gas_station,,,14,2,osm,node/4867789646,
osm_poi_node_4867789647,Petrolimex,commercial,gas_station,,,14,2,osm,node/4867789647,
osm_poi_node_4867789648,Petrolimex,commercial,gas_station,,,14,2,osm,node/4867789648,
osm_poi_node_4867789649,PV Oil,commercial,gas_station,,,27,2,osm,node/4867789649,
osm_poi_node_4867789650,Cây xăng Petrolimex,commercial,gas_station,,,28,2,osm,node/4867789650,
osm_poi_node_4867789651,PV Oil,commercial,gas_station,,,28,2,osm,node/4867789651,
osm_poi_node_4867789652,Cửa hàng xăng dầu Chín Thử Cơ sở 4,commercial,gas_station,,,28,2,osm,node/4867789652,
osm_poi_node_4867789653,Cây xăng Hòa Xuân Tây,commercial,gas_station,,,28,2,osm,node/4867789653,
osm_poi_node_4867789654,PV Oil,commercial,gas_station,,,28,2,osm,node/4867789654,
osm_poi_node_4867790148,PV Oil,commercial,gas_station,,,14,2,osm,node/4867790148,
osm_poi_node_4867790149,MIPECORP,commercial,gas_station,,,14,2,osm,node/4867790149,
osm_poi_node_4867790150,Petrolimex,commercial,gas_station,,,14,2,osm,node/4867790150,
osm_poi_node_4867790151,PV Oil,commercial,gas_station,,,28,2,osm,node/4867790151,
osm_poi_node_4867790627,Petrolimex,commercial,gas_station,,,14,2,osm,node/4867790627,
osm_poi_node_4867802324,Petrolimex,commercial,gas_station,,,28,2,osm,node/4867802324,
osm_poi_node_4867802325,Petrolimex,commercial,gas_station,,,28,2,osm,node/4867802325,
osm_poi_node_4867802326,DNTN Station,commercial,gas_station,,,28,2,osm,node/4867802326,
osm_poi_node_4867804721,Petrolimex,commercial,gas_station,,,14,2,osm,node/4867804721,
osm_poi_node_4867804722,Petrolimex,commercial,gas_station,,,14,2,osm,node/4867804722,
osm_poi_node_4869041122,Thuy Nien Hotel,commercial,hotel,,,24,2,osm,node/4869041122,
osm_poi_node_4869085327,VPBank,commercial,bank,,,02,2,osm,node/4869085327,
osm_poi_node_4869372313,Samwon,commercial,restaurant,,,02,2,osm,node/4869372313,
osm_poi_node_4869504323,Đạt Ma,poi_other,worship_place,,,27,2,osm,node/4869504323,
osm_poi_node_4869504324,Minh Châu,poi_other,worship_place,,,27,2,osm,node/4869504324,
osm_poi_node_4869521422,Ủy ban nhân dân phường Phú Thủy,public_facility,government_office,,,27,2,osm,node/4869521422,
osm_poi_node_4869521423,Trường trung học cơ sỡ Nguyễn Trải,public_facility,school,,,27,2,osm,node/4869521423,
osm_poi_node_4869521424,An Phước,public_facility,hospital,,,27,2,osm,node/4869521424,
osm_poi_node_4870158325,Viettin Bank,commercial,bank,,,29,2,osm,node/4870158325,
osm_poi_node_4871057510,Trạm xăng Hùng Hiếu,commercial,gas_station,,,32,2,osm,node/4871057510,
osm_poi_node_4871077521,Ánh đạo Vàng,commercial,restaurant,,,06,2,osm,node/4871077521,
osm_poi_node_4871303721,Quán Ăn Hủ Tiếu Nam Vang Hà Kiều,commercial,restaurant,,,02,2,osm,node/4871303721,
osm_poi_node_4871658221,Agribank,commercial,bank,,,09,2,osm,node/4871658221,
osm_poi_node_4871957722,Nhà Hàng Hương Phố,commercial,restaurant,,,02,2,osm,node/4871957722,
osm_poi_node_4872310218,Chợ Đình,landmark,market,,,30,2,osm,node/4872310218,
osm_poi_node_4874131222,Bún bò bà Nga,commercial,restaurant,,,06,2,osm,node/4874131222,
osm_poi_node_4874565621,Trạm xe Phương Trang đi Nha Trang,transport,bus_terminal,,,27,2,osm,node/4874565621,
osm_poi_node_4874842822,Thực Dơn Phở Thái,commercial,restaurant,,,09,2,osm,node/4874842822,
osm_poi_node_4875161322,Minh Ngọc,commercial,hotel,,,27,2,osm,node/4875161322,
osm_poi_node_4875439724,Khách Sạn C Central,commercial,hotel,,,02,2,osm,node/4875439724,
osm_poi_node_4875562331,Cửa Hàng Zakka Nautrals Tạ Quang Bửu,commercial,supermarket,,,02,2,osm,node/4875562331,
osm_poi_node_4875562333,Zakka Thủ Đức,commercial,supermarket,,,02,2,osm,node/4875562333,
osm_poi_node_4875562735,Siêu Thị K Market,commercial,supermarket,,,02,2,osm,node/4875562735,
osm_poi_node_4875562738,Siêu Thị Tiện Lợi Nam An,commercial,supermarket,,,02,2,osm,node/4875562738,
osm_poi_node_4875563424,Thi s Market,commercial,supermarket,,,02,2,osm,node/4875563424,
osm_poi_node_4875563425,Cửa Hàng My Market Imperia,commercial,supermarket,,,29,2,osm,node/4875563425,
osm_poi_node_4875563426,Siêu Thị Tiện Lợi Citi Mart,commercial,supermarket,,,02,2,osm,node/4875563426,
osm_poi_node_4875985021,quán nhậu lộc viên,commercial,restaurant,,,04,2,osm,node/4875985021,
osm_poi_node_4877067121,Siêu thị Hằng Vui,commercial,supermarket,,,01,2,osm,node/4877067121,
osm_poi_node_4879625121,Quán Cơm,commercial,restaurant,,,19,2,osm,node/4879625121,
osm_poi_node_4880213321,Hu tiên nam vang,commercial,restaurant,,,34,2,osm,node/4880213321,
osm_poi_node_4881767821,Xuân Lai BBQ,commercial,restaurant,,,21,2,osm,node/4881767821,
osm_poi_node_4882604225,Bao Tam Lau,commercial,hotel,,,34,2,osm,node/4882604225,
osm_poi_node_4882823421,Siêu Thị Tiện Lợi US,commercial,supermarket,,,02,2,osm,node/4882823421,
osm_poi_node_4882951122,Ẩm Thực Chay Chân Nhu II,commercial,restaurant,,,02,2,osm,node/4882951122,
osm_poi_node_4883401322,Tâm Hôn Viêt,commercial,restaurant,,,03,2,osm,node/4883401322,
osm_poi_node_4883409088,O Tem,commercial,restaurant,,,02,2,osm,node/4883409088,
osm_poi_node_4883765814,Woo Mong,commercial,restaurant,,,02,2,osm,node/4883765814,
osm_poi_node_4884748721,Vinh quang,commercial,supermarket,,,28,2,osm,node/4884748721,
osm_poi_node_4884840423,"phan thief, binh thuanq",commercial,restaurant,,,27,2,osm,node/4884840423,
osm_poi_node_4884931521,Da Hung,commercial,restaurant,,,27,2,osm,node/4884931521,
osm_poi_node_4884935932,Đò Thạnh Hưng,transport,ferry_terminal,,,30,2,osm,node/4884935932,
osm_poi_node_4885271521,Phở Lâm,commercial,restaurant,,,01,2,osm,node/4885271521,
osm_poi_node_4885382321,Khách Sạn Amorito,commercial,hotel,,,01,2,osm,node/4885382321,
osm_poi_node_4886736188,Trường Trung học phổ thông Lương Ngọc Quyến,public_facility,school,,,18,2,osm,node/4886736188,
osm_poi_node_4886748221,Trường Đại học Công Nghệ GTVT cs3 Thái Nguyên,public_facility,university,,,18,2,osm,node/4886748221,
osm_poi_node_4886878622,Siêu Thị Tiện Lợi Citi Mart,commercial,supermarket,,,02,2,osm,node/4886878622,
osm_poi_node_4886972160,Nhà thờ họ Trần Duy tộc,poi_other,worship_place,,,22,2,osm,node/4886972160,
osm_poi_node_4886976858,UBND xã Chân Lý,public_facility,government_office,,,22,2,osm,node/4886976858,
osm_poi_node_4886977396,Đình làng Đồng Yên,poi_other,worship_place,,,22,2,osm,node/4886977396,
osm_poi_node_4886978066,Chùa làng Đồng Yên,poi_other,worship_place,,,22,2,osm,node/4886978066,
osm_poi_node_4887002721,Lien a 86 tran phu,commercial,supermarket,,,28,2,osm,node/4887002721,
osm_poi_node_4887078501,Đình Làng Văn Tinh,poi_other,worship_place,,,01,2,osm,node/4887078501,
osm_poi_node_4887485025,Chợ phiên Sín Chéng,landmark,market,,,17,2,osm,node/4887485025,
osm_poi_node_4887681921,Bún Cá Bảo Hân,commercial,restaurant,,,05,2,osm,node/4887681921,
osm_poi_node_4888648298,Venue,commercial,hotel,,,28,2,osm,node/4888648298,
osm_poi_node_4888868574,Nhà thờ Họ Phạm,poi_other,worship_place,,,21,2,osm,node/4888868574,
osm_poi_node_4888882190,UBND xã Vĩnh Ngọc,public_facility,government_office,,,01,2,osm,node/4888882190,
osm_poi_node_4888934656,Tượng Thánh Gióng,landmark,monument,,,01,2,osm,node/4888934656,
osm_poi_node_4888960821,Hai minh 86 tran phu,commercial,restaurant,,,28,2,osm,node/4888960821,
osm_poi_node_4888981124,Hai sam kho 36 tran phu,commercial,supermarket,,,28,2,osm,node/4888981124,
osm_poi_node_4889019925,Hoalu Ecolodge Homestay,commercial,hotel,,,21,2,osm,node/4889019925,
osm_poi_node_4889892628,Chợ Minh Lập,commercial,supermarket,,,29,2,osm,node/4889892628,
osm_poi_node_4889894025,Chùa Đại Bi,poi_other,worship_place,,,02,2,osm,node/4889894025,
osm_poi_node_4890896353,Bến Nhựt Ninh,transport,ferry_terminal,,,32,2,osm,node/4890896353,
osm_poi_node_4890935584,Quán ăn vặt Ba Sói,commercial,restaurant,,,11,2,osm,node/4890935584,
osm_poi_node_4890949737,Bến Tân Phước Tây,transport,ferry_terminal,,,32,2,osm,node/4890949737,
osm_poi_node_4890960521,Thien thanh 32 pham van dong,commercial,hotel,,,28,2,osm,node/4890960521,
osm_poi_node_4891810549,May Co Quan,commercial,restaurant,,,16,2,osm,node/4891810549,
osm_poi_node_4893456024,Bavico ngo quyen,commercial,hotel,,,28,2,osm,node/4893456024,
osm_poi_node_4894384226,Tam Coc Restaurant Vegan,commercial,restaurant,,,21,2,osm,node/4894384226,
osm_poi_node_4894842221,Đại Lý phân phối áo thái lan hàng xách tay,commercial,supermarket,,,32,2,osm,node/4894842221,
osm_poi_node_4895243748,Maritime,commercial,bank,,,30,2,osm,node/4895243748,
osm_poi_node_4895243817,Becamex Hotel,commercial,hotel,,,30,2,osm,node/4895243817,
osm_poi_node_4895993122,Trung Tâm Nhật Ngữ Yaruki,public_facility,school,,,02,2,osm,node/4895993122,
osm_poi_node_4896333321,Hai san bịnh dan 66 tran phu,commercial,restaurant,,,28,2,osm,node/4896333321,
osm_poi_node_4899240822,Nha ngho,commercial,hotel,,,17,2,osm,node/4899240822,
osm_poi_node_4899456166,Đình Yên Bệ Yên Vĩnh,poi_other,worship_place,,,01,2,osm,node/4899456166,
osm_poi_node_4900505809,Shuttle stop,transport,bus_terminal,,,24,2,osm,node/4900505809,
osm_poi_node_4900513842,Shuttle stop,transport,bus_terminal,,,24,2,osm,node/4900513842,
osm_poi_node_4900673921,San Hotel,commercial,hotel,,,04,2,osm,node/4900673921,
osm_poi_node_4900690486,Đền Trần Thương,poi_other,worship_place,,,22,2,osm,node/4900690486,
osm_poi_node_4900690841,Chợ Thống Nhất,landmark,market,,,22,2,osm,node/4900690841,
osm_poi_node_4900690923,Chùa Thông,poi_other,worship_place,,,22,2,osm,node/4900690923,
osm_poi_node_4900694693,Chợ Quế,landmark,market,,,22,2,osm,node/4900694693,
osm_poi_node_4900701521,Quán Chay XUÂN,commercial,restaurant,,,04,2,osm,node/4900701521,
osm_poi_node_4900741321,Chùa Hưng Khánh,poi_other,worship_place,,,19,2,osm,node/4900741321,
osm_poi_node_4900741322,Hội Kiến Trúc Sư Việt Nam,public_facility,school,,,01,2,osm,node/4900741322,
osm_poi_node_4900802822,Shop mini ben viet phuc hoi chuc nang 6 pham van dong,commercial,supermarket,,,28,2,osm,node/4900802822,
osm_poi_node_4903116622,Hanh 7 hong chong,commercial,restaurant,,,28,2,osm,node/4903116622,
osm_poi_node_4903116921,Moonmilk deli,commercial,supermarket,,,28,2,osm,node/4903116921,
osm_poi_node_4903123421,A lưới Huế,commercial,restaurant,,,06,2,osm,node/4903123421,
osm_poi_node_4903354121,Isena,commercial,hotel,,,28,2,osm,node/4903354121,
osm_poi_node_4903854322,Nhà Hàng Hổng Xuyên,commercial,restaurant,,,14,2,osm,node/4903854322,
osm_poi_node_4903937022,Chùa Lá,poi_other,worship_place,,,30,2,osm,node/4903937022,
osm_poi_node_4904103821,Nhà Hàng The Fish Sauce,commercial,restaurant,,,02,2,osm,node/4904103821,
osm_poi_node_4904255022,Cáp treo Tây Thiên,transport,railway_station,,,19,2,osm,node/4904255022,
osm_poi_node_4904672321,Khách Sạn Duy Tân,commercial,hotel,,,02,2,osm,node/4904672321,
osm_poi_node_4905099721,79 mart 91 nguyen thien thuat,commercial,supermarket,,,28,2,osm,node/4905099721,
osm_poi_node_4905260221,khách sạn White Palace,commercial,hotel,,,21,2,osm,node/4905260221,
